"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"gene:UTI89_C3439" 43.5542342750032 0.127597575593471 0.359526000730306 0.782730198560785 0.676133255205449 0.867996953424455
"gene:UTI89_C2864" 61.6474432318574 0.450149310632257 0.242316539703176 3.70473186321362 0.156865593663147 0.467489649396557
"gene:UTI89_C1618" 110.292482716505 0.520997807199906 0.174356062070349 10.4914288170386 0.00527005537697441 0.0540287791086563
"gene:UTI89_C3742" 117.822033724069 -0.0714071007113011 0.298886979915105 3.11619180675535 0.210536571759043 0.538029454106034
"gene:UTI89_C1394" 444.36940871392 -0.00101423100278256 0.166181001982265 1.45644043297716 0.482767447472311 0.769863738555275
"gene:UTI89_C0905" 9085.90536161949 -0.407219080745153 0.145932972048164 7.73224998907426 0.0209393525243251 0.144003850616565
"gene:UTI89_C4820" 80.3648649233553 0.340653269001998 0.281183185685909 2.17672299250796 0.336767837257032 0.665634021038482
"gene:UTI89_C3281" 410.431014120755 -0.42288316595693 0.165450162849376 6.70786834481123 0.0349465973601365 0.198459655136509
"gene:UTI89_C0106" 2848.6041036195 -0.336641684036712 0.176440187145744 4.02850654678764 0.133419994437313 0.43222251248671
"gene:UTI89_C4160" 4572.42610649277 1.07078662320719 0.440524537021678 4.93336214962414 0.0848660561987308 0.336138979435369
"gene:UTI89_C5132" 50.3619530228468 0.44083602804632 0.239817578856719 3.33413638623091 0.188799779511046 0.511063526262002
"gene:UTI89_C2562" 2322.34971344376 0.36774416825859 0.179015250077386 5.58362407823165 0.0613100170498054 0.278852773669268
"gene:UTI89_C0461" 1338.33604665602 -0.146820968288234 0.370961795586928 1.19735389053687 0.549538224478008 0.806058582948803
"gene:UTI89_C3782" 180.95952152451 0.0861319970174652 0.109100860313758 0.623765438698911 0.732067380532439 0.892396405941153
"gene:UTI89_C0233" 733.454974834531 -0.12342712038816 0.160666728288396 1.17921970048576 0.55454359758447 0.806970828990614
"gene:UTI89_C1950" 387.508412897707 -0.0124740069666437 0.234190254900873 0.105450159712859 0.948640777094569 0.982876995941346
"gene:UTI89_C1772" 770.99523624818 0.292587065667843 0.181913575742386 6.99702592409005 0.0302423214816274 0.181814385641631
"gene:UTI89_C0541" 52.8046316322226 0.469917493451979 0.361068012050623 1.82339591418247 0.401841335095169 0.718843653076161
"gene:UTI89_C0975" 6336.4629367379 0.0782058439343691 0.319642064144319 0.596413035895125 0.742148057026978 0.896088137735134
"gene:UTI89_C2499" 3470.96599260021 -0.0825778571198312 0.114737965081599 1.35256307602026 0.508504335226785 0.787744430861149
"gene:UTI89_C4886" 587.571274010661 0.266099571296648 0.199193080465676 1.91105098237631 0.384609982283819 0.702888677767964
"gene:UTI89_C4604" 144.540821095682 -0.730876236623621 0.289762453465622 5.91915732958 0.0518407549072549 0.252517322021891
"gene:UTI89_C4808" 484.794886603763 -0.26030460946582 0.523010345148357 0.344555729188414 0.841745249468279 0.93580847218823
"gene:UTI89_C2945" 1358.50725294277 -0.230707889974864 0.20451905995365 1.90062154205111 0.386620854223542 0.704012847907418
"gene:UTI89_C4532" 4222.47281211331 0.448675156728239 0.372407613614366 3.60763991430042 0.164668658044103 0.476576767597318
"gene:UTI89_C4850" 294.347799548129 0.443252295505061 0.311548438633799 4.23913161795133 0.120083756483123 0.409188959124911
"gene:UTI89_C1538" 478.018855277214 -0.159933288800464 0.141337800321791 2.15870596599069 0.339815320822677 0.667059640722666
"gene:UTI89_C2668" 40.2531824114811 0.364902580669617 0.32530618624081 1.44747860056589 0.484935541848163 0.770526732130542
"gene:UTI89_C2680" 195.853190480873 0.0762273564090734 0.351467823205369 0.270159782980841 0.873646112009883 0.945614295551437
"gene:UTI89_C1735" 831.494166329749 -0.0423528405585261 0.136665288395205 1.15826510229579 0.560384260474364 0.809393624442437
"gene:UTI89_C2459" 717.836271790288 -0.3037124852917 0.170272402702504 5.50453525178216 0.0637830609719031 0.286229323436191
"gene:UTI89_C0179" 1160.6906827491 -0.251227942250926 0.22196913540556 3.36267998720575 0.18612440335402 0.508108359838585
"gene:UTI89_C1741" 901.629217498472 -0.067131216953441 0.165869583363598 2.1202721741048 0.346408665388024 0.672239324576103
"gene:UTI89_C5133" 226.499758018077 0.185736330979621 0.17350583935404 1.32987518893145 0.514305622222319 0.791332905190293
"gene:UTI89_C3698" 289.583866913019 0.205381826857244 0.136395391520746 2.35903685403457 0.307426751376421 0.64181008725266
"gene:UTI89_C0195" 7156.77655998533 -0.115134538636746 0.270125569123575 2.1485027367213 0.341553357262972 0.667299637014755
"gene:UTI89_C0398" 4741.95790409293 0.00912934391778097 0.195422160080906 0.660446931065735 0.718763096705798 0.888269535135762
"gene:UTI89_C2328" 25.3163913316979 1.23100299045971 0.315432499749295 15.8604710391933 0.000359701686157424 0.00697821271145402
"gene:UTI89_C4478" 2197.96672963833 -0.149659807551899 0.270863237836955 3.06668364479981 0.215813251337856 0.542923710597579
"gene:UTI89_P141" 2904.823823107 0.609276700772861 0.229777073855834 7.08588508577691 0.0289280796066075 0.176650403796281
"gene:UTI89_C0942" 233.690708559285 0.280583523661683 0.264797858925322 2.62549129065241 0.269080242306253 0.600925928889536
"gene:UTI89_C0374" 372.417329220133 -0.250471700516402 0.171599939770364 2.47005282355002 0.290827081006982 0.625377003364474
"gene:UTI89_C1109" 14752.1011599768 0.986099839359056 0.470765122364275 5.9466662430907 0.0511325948287147 0.251132237892928
"gene:UTI89_C1209" 13629.8308815501 -0.347175990234849 0.163544168765007 8.20364788974234 0.0165424753054884 0.124167031906077
"gene:UTI89_C0817" 290.833423905893 -0.429127359291584 0.217999490638474 5.23459435043918 0.0729999023708986 0.307869153477268
"gene:UTI89_C1418" 962.132723845199 0.189946127995486 0.132927906844555 2.8330140709146 0.24255979165823 0.573591931141168
"gene:EBG00001165802" 68.5601227903587 -0.648610778406594 0.250267079955297 7.37440029859698 0.025042017890935 0.162963652205448
"gene:UTI89_C2644" 264.034012532202 0.479122189393442 0.336761375302082 2.2457680650341 0.325340148721661 0.658093857064553
"gene:UTI89_C5101" 27.9791456745758 0.323827436899267 0.28764928601102 1.70925687830061 0.42544123902651 0.731102037416609
"gene:UTI89_C0923" 84.4912278930779 0.439015566807019 0.443695153207396 2.31777689452122 0.313834831041348 0.647930857971378
"gene:UTI89_C0992" 8.06560836426384 0.169970061767239 0.283217915897226 1.07221817579449 0.585020091499034 0.820571690555625
"gene:UTI89_C5015" 382.416252432494 -0.807679367066693 0.329254436770445 5.73601520927048 0.0568120058702716 0.265333108897824
"gene:UTI89_C2526" 110.986456830291 0.18081590538442 0.195067243806105 0.871025497809399 0.646932867901042 0.852659886514987
"gene:UTI89_C0796" 469.014365818284 0.333137004206703 0.426866944674415 1.06714410465133 0.586506192629857 0.821760343229166
"gene:UTI89_C0652" 2973.64435876824 0.186657815162538 0.342720471109385 1.70394438351138 0.426572818421309 0.731102037416609
"gene:UTI89_C1942" 495.084539690999 0.168466322887745 0.453058810758504 0.121182885959684 0.941207698246604 0.978856006176468
"gene:UTI89_C3775" 3.36678625295394 0.260145819777079 0.883477772979261 0.12706915157554 0.938441671379647 NA
"gene:UTI89_C3371" 40571.8011516286 -0.0494341278813484 0.489850888299162 0.0656778931129338 0.967694397554589 0.989881877527266
"gene:UTI89_C2291" 495.846111139273 0.00997681822785275 0.125608038084761 0.178462265891255 0.914634147056995 0.96552486872181
"gene:UTI89_C5065" 868.221404403053 0.791861791724207 0.197250851696259 15.823854320133 0.00036634788883793 0.00705289599732259
"gene:UTI89_C1959" 2395.58536931991 0.122423650526758 0.15333987150623 0.645295635421803 0.72422887004056 0.889905414927693
"gene:UTI89_C0751" 5404.64228774249 -0.333713909066588 0.22135105408325 2.43488029595335 0.295986880588445 0.632877416569783
"gene:UTI89_C0820" 1245.9735076484 -1.62094931012331 0.366088483451987 30.498304680252 2.38438996281469e-07 1.19299286893241e-05
"gene:UTI89_C4691" 78.6321720523463 0.41096981057472 0.463170993768547 1.07892464598712 0.583061666960193 0.820257681534367
"gene:UTI89_C0963" 522.725462042095 -0.404802551494218 0.175894654457421 5.50924478648813 0.0636330433998134 0.285810392616793
"gene:UTI89_C2726" 2115.33323879316 -0.875765080091696 0.361392744379091 5.8253667185179 0.0543297478637346 0.259506863849126
"gene:EBG00001165812" 23.9653102033447 0.32667186246803 0.334324498707511 2.92749845781719 0.23136719797679 0.560676892108121
"gene:UTI89_C3856" 507.421033900296 -0.269990100353639 0.275487559147041 1.28626247582258 0.525643928277677 0.796439763962933
"gene:UTI89_C1466" 2182.94741784634 0.016031411656193 0.202751159438456 0.608528575406126 0.737665884663796 0.893185181293062
"gene:UTI89_C1244" 805.555177906256 0.0305009637354311 0.206126407800162 1.46363111968617 0.481034849247395 0.768893983398424
"gene:UTI89_C4214" 530.850658111716 0.160568336019722 0.231177136709964 2.48336192525528 0.288898182501816 0.624069564256599
"gene:UTI89_C3151" 596.095289166992 0.225033755159356 0.169518023866317 2.90716004794967 0.233732022239872 0.561648687855761
"gene:UTI89_P140" 277.525643487107 0.262829664791614 0.155248512152086 3.78956532302237 0.150351008556657 0.458982814093476
"gene:UTI89_C2313" 752.919626984247 0.0207847905495163 0.237759738855622 0.785349587256405 0.675248306935109 0.8670958401682
"gene:UTI89_C1633" 222.6755258743 0.147453373408925 0.173369179868702 0.737131579919549 0.691725699495134 0.874972864172792
"gene:UTI89_C0964" 863.803756407659 -0.471518408125915 0.295114168089127 2.52839311459684 0.282466150363088 0.614608438190313
"gene:UTI89_C2536" 2099.21164186448 -0.21114330972689 0.265911916535798 0.759514271817579 0.684027514761738 0.872372891139876
"gene:UTI89_C2453" 1549.87114849459 -0.680935436301443 0.247031486702326 9.25762026047232 0.00976637290333741 0.085971352398663
"gene:UTI89_C5089" 109.721139244333 0.492056186739129 0.197473941540409 6.1167490496249 0.0469639719813668 0.237360996667349
"gene:UTI89_C2596" 11476.135391157 0.119371641502023 0.430834622318862 0.796146784646794 0.671612734634149 0.866151793967919
"gene:UTI89_C1388" 59.7585516527411 -0.187049512319352 0.307438877288687 0.358167098886554 0.836036046132762 0.934554541534678
"gene:UTI89_C0881" 1576.04215942934 0.750036635162991 0.420801255244582 3.85985445854737 0.145158761407782 0.452287939328201
"gene:UTI89_C2182" 237.935670382698 -3.63921729173597 0.543474050323433 59.9837006583685 9.43419611480677e-14 9.33060494178144e-12
"gene:UTI89_C3290" 9467.18300777643 -0.25057151069161 0.420291101545523 1.5195935659118 0.467761474456133 0.762322738984406
"gene:UTI89_C5044" 43.035468853674 -0.327303758324315 0.235386874675211 2.93271064625651 0.230765018268873 0.560274033972778
"gene:UTI89_C3731" 2416.78359697089 -0.09208104010117 0.165308521754555 0.499101710938362 0.779150655749537 0.908917887389009
"gene:UTI89_C3667" 8071.11366561043 0.990764742898237 0.247779459998068 15.263662105728 0.000484772401288931 0.00876412900394755
"gene:UTI89_C1515" 169.489433409369 -0.471146868807817 0.30383981242422 2.52680426448001 0.282690637708471 0.614608438190313
"gene:UTI89_C3826" 533.379931230161 -0.490766863380128 0.796812244239599 0.493903563796721 0.781178359560817 0.910349267356068
"gene:UTI89_C4692" 83.7425568790462 0.360774356409693 0.495731897154977 0.574883644051511 0.750180209466353 0.898640235943387
"gene:UTI89_C1775" 1149.11064607446 -0.392458193627512 0.524659849802504 0.523036486785031 0.769881830039808 0.905481945992991
"gene:UTI89_C2868" 154.21734240664 0.0166157042717577 0.179796995880432 0.0327413724926942 0.98376258519836 0.995610685680601
"gene:UTI89_P035" 158.293480021467 0.342258377912643 0.126898039941658 7.25353940318666 0.0266019780921368 0.168568313438113
"gene:UTI89_C1915" 3925.69669024962 0.139056521763416 0.38683040587535 0.200773000187837 0.904487765863559 0.959864567855206
"gene:UTI89_C4234" 94.0754761412493 0.590438978447643 0.236131893956347 7.79968327207746 0.0202451172889229 0.140135720434765
"gene:UTI89_P096" 168.222808793725 -0.715650574881078 0.206911721471405 17.8986650052419 0.000129823788168854 0.00293646272432153
"gene:UTI89_C2672" 98.8542940632947 0.114502212181955 0.308215384013804 0.25700004269612 0.879413543644643 0.948266349639572
"gene:UTI89_C0230" 1854.99053682123 -1.10865986396508 0.241997950952599 23.5644692220369 7.6390706029175e-06 0.000262118857966775
"gene:UTI89_C2349" 954.842186054545 1.04911372093837 0.222373599738855 21.7866732291111 1.85816390145156e-05 0.000568035073874041
"gene:UTI89_C0092" 1705.38799873129 0.128186703474254 0.179059817461753 1.33967275795226 0.511792310918027 0.790427207383307
"gene:UTI89_C0089" 1568.69300402186 0.367742050927128 0.200445133293883 3.73844305130774 0.154243689845296 0.462798628922842
"gene:UTI89_C1280" 1.29572528575482 0.46641787920579 0.871843659434489 0.242798359103801 0.885680343536762 NA
"gene:UTI89_C3790" 783.138874231018 -1.42906589810033 0.376446879620753 26.48738987391 1.77148047053515e-06 7.14827799470345e-05
"gene:UTI89_C1428" 1468.28667113369 0.363347369992331 0.183716784183142 3.89492751177795 0.142635371341241 0.447485933406342
"gene:UTI89_C4417" 115.279960123905 0.228217670456886 0.243205629723831 1.88331925647276 0.389980076041551 0.706812613565786
"gene:UTI89_C3319" 24.6153683346892 0.418277079031098 0.372374049020994 1.18623553957315 0.552601711242522 0.806607879300746
"gene:UTI89_C2378" 712.500621136959 -0.452986921306742 0.469965895408463 1.16454181521465 0.558628331717139 0.807832942999212
"gene:UTI89_C0837" 881.363060999894 0.300631121229879 0.33061082879942 2.30181817719529 0.316349049303751 0.649993674482525
"gene:UTI89_C2354" 1066.61805738874 0.458773538870255 0.146324215465547 14.7755269739448 0.000618778312858928 0.0105088141752877
"gene:UTI89_C0050" 5.1287729346256 0.0110376927775734 0.529412446629214 0.230743891431814 0.891034665738065 0.954220563478301
"gene:UTI89_C0787" 5.15524235783417 0.515842093543838 0.382313073207927 3.1194759706992 0.210191137143724 0.537776314553698
"gene:UTI89_C1571" 663.878760922147 -0.0251691463905492 0.106680863999746 1.499980972353 0.472371046774402 0.765875782684052
"gene:UTI89_C1162" 18.7660358467735 -1.20599930925643 0.577992607730129 3.68841690003535 0.158150455348161 0.468598322339017
"gene:UTI89_C0893" 14.0563512646568 -0.0857080503723328 0.288589291445027 0.580252549783438 0.748169086643002 0.898640235943387
"gene:UTI89_C4668" 2205.86121642927 -0.377299025426709 0.294861570617992 5.17191370429896 0.075323971204338 0.312189080324306
"gene:EBG00001165822" 654.941166555698 -0.728163025967141 0.347947485167826 5.27107870227655 0.0716802981304406 0.305623555752453
"gene:UTI89_C2172" 359.351835732551 -1.0324818910671 0.384939269081048 9.13891123638098 0.0103635999375449 0.0892126148964276
"gene:UTI89_C2689" 94.8550329410469 0.33819966844384 0.314751627236189 1.14293261999967 0.564696810754799 0.810519549266026
"gene:UTI89_C0406" 375.548724824583 -0.195612336037757 0.133770744412657 2.12630062100777 0.345366084340503 0.670784185372928
"gene:UTI89_C2003" 0.202562898109938 -0.252787054826398 2.81308357484846 -0.00691298729218204 1 NA
"gene:UTI89_C0760" 55.6809697353964 -1.15236873943802 0.295090528931979 14.9110481810873 0.000578238531281966 0.010012643062748
"gene:UTI89_C4782" 120.715719822213 -0.0967465471636322 0.272286526179259 12.884261715038 0.0015930085871458 0.0220140693522285
"gene:UTI89_C1929" 151.705548412267 -0.223202456987468 0.0993865813980968 10.4299438764132 0.00543458597856999 0.0551550335531329
"gene:UTI89_C0901" 1120.85814236482 -0.318546439764427 0.125757622212343 7.25878168153258 0.0265323419082149 0.168568313438113
"gene:UTI89_C2409" 221.311938132722 0.972977514000734 0.714086593430977 3.35065394039884 0.18724694530058 0.509921441275575
"gene:UTI89_C1876" 202.810969999657 0.260364453810583 0.571072369820336 2.85945479048473 0.239374167887235 0.570067659501044
"gene:UTI89_C0304" 835.394974528201 0.149428486400974 0.256713244309033 0.392038531012417 0.821996398348924 0.929421616963006
"gene:UTI89_P098" 2.59966429500127 0.247037172839787 0.524340447935332 1.55939582531607 0.458544510877149 NA
"gene:UTI89_C4453" 40.8887971690405 -0.490015701650294 0.333138287184887 2.16489129026758 0.338766010263774 0.666858941136177
"gene:UTI89_C4598" 0.0549726751229775 0.439580657638217 3.61490770642999 0.0277126416637472 0.986239236116553 NA
"gene:UTI89_C4178" 1033.46811217997 0.114939191432432 0.210450578543984 7.56926255992323 0.0227172375333614 0.153005311989402
"gene:UTI89_C2149" 46.7716633040308 -2.36784420793778 0.52719762659806 19.595905788051 5.55652310009186e-05 0.00146738756632792
"gene:UTI89_C1028" 1303.07535229494 0.344107896266424 0.127044060640891 10.2863060531878 0.00583924934864802 0.0580930448019341
"gene:UTI89_C1910" 39710.760844889 -0.166343406020948 0.231399099447973 2.3569684279305 0.307744860603243 0.641962397387409
"gene:UTI89_C0668" 11459.0257964949 0.599229531112742 0.283591997725632 9.9810484486776 0.0068020977322349 0.0649191359000849
"gene:UTI89_C3654" 280.056413035894 -0.539413118953863 0.403465698067543 1.77115999221394 0.41247487006943 0.722213298077418
"gene:UTI89_C2852" 7443.5166174095 0.441516169316186 0.242609080926356 4.64718574145911 0.0979211348492965 0.366405195979118
"gene:UTI89_C2658" 22.3955900936993 0.264673637926621 0.412829324602886 0.408793901864499 0.815138736876556 0.925547247640488
"gene:UTI89_C4545" 261.495062567956 -0.0274778911366405 0.133402474592497 0.268162442410585 0.874519032228857 0.945614295551437
"gene:UTI89_C2043" 620.458643862401 -0.332653678306974 0.170233033065315 3.96858316495161 0.137477971432222 0.439852539182895
"gene:UTI89_C4702" 761.479730029829 -0.282280501302541 0.329927082686232 2.54602428039732 0.279986990274231 0.612691704530681
"gene:UTI89_C3652" 209.073286187199 -0.518393384372268 0.417112524001658 1.52512518276478 0.466469523296783 0.761447338352419
"gene:UTI89_C3900" 476.605998861353 -0.0975393389959434 0.113575290676193 0.78745476521442 0.67453792194643 0.866845675999437
"gene:UTI89_C4469" 458.513143301809 0.0653354158569428 0.243592076450604 0.334142021179673 0.8461395243371 0.937028033870549
"gene:UTI89_C2184" 6193.98342705837 -2.99007207940586 0.628665572014402 22.1817156346252 1.52511169142728e-05 0.000477805178357713
"gene:UTI89_C2397" 304.425697181336 -0.497286123653319 0.22389848023018 4.93193377589773 0.0849266880698658 0.336138979435369
"gene:UTI89_C2607" 267.214798208961 -0.284936847903243 0.242440606081296 1.74914726006892 0.417039795019813 0.72635369369263
"gene:UTI89_C1677" 152.13561162224 0.0617030802304691 0.291601877114185 0.0720117564786733 0.96463462311327 0.989082076870053
"gene:UTI89_C4069" 153.832140416141 -0.118217656024927 0.201876519280757 2.84955601593197 0.240561860097911 0.571066290849443
"gene:UTI89_C4183" 1800.7298428397 0.252298116181964 0.24926904047081 2.17311627230708 0.337375698869806 0.665667616487495
"gene:UTI89_C2243" 21.8742197493618 0.833740499681797 0.355721640136424 5.77765311718082 0.0556414663189632 0.262294912255
"gene:UTI89_C4827" 1301.62755021279 0.261247405336697 0.381442000638722 1.46096832345575 0.481675724674533 0.769336752131593
"gene:UTI89_C0043" 260.891341174802 -0.0725351558561938 0.145042229383179 1.28798189380689 0.525192221661808 0.796439763962933
"gene:UTI89_C1318" 55.5805502042576 -0.266503443126132 0.370046719583421 0.719101197378734 0.697989933188812 0.877668219939206
"gene:UTI89_C2256" 224.222668014404 -0.129652077743728 0.200157092881655 1.89539149918835 0.387633199118057 0.704838448576597
"gene:UTI89_C1865" 553.524053343645 0.355261625925726 0.563620860097184 0.89206362541529 0.640163406406413 0.849509134941843
"gene:UTI89_C0833" 1955.57844388485 0.590487338331308 0.332325922967977 3.51027790491855 0.172883218074324 0.490175914540129
"gene:UTI89_C3878" 43.2712328811173 0.175328566642672 0.293617553930956 0.99216908754903 0.608910159333487 0.833544019748682
"gene:UTI89_C2105" 100.783896132207 0.168144692356902 0.343990056864782 2.42693466372378 0.29716512095386 0.634149867711516
"gene:UTI89_C1939" 432.952421012359 0.175365820795996 0.453907719128773 0.134444539152128 0.934987358995209 0.976009155374966
"gene:UTI89_C4643" 414.476195401448 0.217977374746732 0.394947663087686 2.12493425600474 0.345602113022094 0.670984240986699
"gene:UTI89_C5168" 1047.43312397326 -0.0129505682285582 0.142459660526756 0.0104500945216159 0.994788579554715 0.999092627765889
"gene:UTI89_C4101" 207.747223841047 0.323613934650153 0.247033098315417 2.0009375449784 0.367707029824085 0.687950392593725
"gene:UTI89_C4020" 339.147439984918 -0.230329043868656 0.228269131514162 1.31666250826493 0.517714548061985 0.792240044787976
"gene:UTI89_C4793" 67.3761711387695 0.388713817234427 0.21087926001674 3.50583546739512 0.173267656324562 0.490714238349854
"gene:UTI89_C0019" 74.8734052923374 0.727199924536569 0.353320116777361 5.47849825044659 0.0646188493453287 0.288074575410769
"gene:UTI89_C4776" 301.601616994428 -0.142059591499512 0.246405512334691 2.71559704882907 0.257226431796976 0.590086431411436
"gene:UTI89_C0080" 821.142507294472 1.23186306311018 0.340032183768388 12.7637060897315 0.00169198472627048 0.0230658674575901
"gene:UTI89_C2855" 4162.36302889938 -0.463455160333119 0.462189795699892 1.74695320549495 0.417497550093705 0.726408293436581
"gene:UTI89_C1863" 180.115865931168 0.0153004115450198 0.467020288139914 0.576734478298135 0.749486300981861 0.898640235943387
"gene:UTI89_C2426" 642.920737378438 -0.351149318950445 0.214601811230234 2.70960129248078 0.257998722340757 0.590518098750805
"gene:UTI89_C3872" 623.421953396144 -0.227881649347599 0.266629464846315 1.44537943467776 0.485444789123734 0.770721912603121
"gene:UTI89_C4548" 1373.30722279156 0.26394707918902 0.336728713447606 0.679105515388528 0.712088727759702 0.884020561855756
"gene:UTI89_C2908" 2014.72272150637 0.0470370790035463 0.150864866150324 0.122746124692526 0.940472319512399 0.978643973065823
"gene:UTI89_C1722" 44.5783688819393 0.2937768829553 0.230294257600602 2.78194550972825 0.248833133223359 0.580802556214078
"gene:UTI89_C2501" 188.694276820097 -0.184525206728826 0.200487019594355 0.836968395736449 0.658043528000564 0.85966713076438
"gene:UTI89_C1219" 10290.6783707101 -0.126347005671574 0.216693727254329 1.21248238991336 0.54539706227297 0.806017782013622
"gene:UTI89_C3101" 228.164003607465 0.206468239314125 0.101236901574718 4.19669140817012 0.122659175077382 0.412703414013915
"gene:UTI89_C5155" 1357.94931572773 0.165767756055691 0.272325116002302 1.31522292819727 0.518087327979588 0.792240044787976
"gene:UTI89_C1148" 15.3928552711948 0.178848459389895 0.338309403526222 0.717143975568831 0.698673328083285 0.877668219939206
"gene:UTI89_C0157" 3672.68546423014 0.0615883205436883 0.320821354885287 0.294421810263657 0.863111923484935 0.941531488483759
"gene:UTI89_C0576" 768.33486543689 -0.0192801019072713 0.392854147059764 0.630072489991448 0.729762423553785 0.89203073707429
"gene:UTI89_C4971" 25.9145847498609 0.536216063645325 0.360109974156935 2.46977654717841 0.290867258107267 0.625377003364474
"gene:UTI89_C2061" 2257.20905930363 -0.956109093065771 0.245231976514335 16.1456454961474 0.000311901617603937 0.00624298317140578
"gene:UTI89_C2208" 2299.5114853698 -0.297635513247496 0.0896744997610043 11.6312146753893 0.00298066950469135 0.0341693113219617
"gene:UTI89_C1718" 58.9650063646594 0.653577343848885 0.270689377427973 7.4661930470989 0.023918656364037 0.158694789180448
"gene:UTI89_C4646" 527.195979062174 -0.562319734532938 0.219346951689017 6.97700521186459 0.0305465782077003 0.182989240474632
"gene:UTI89_C1265" 1244.87797427884 0.917416771309305 0.37131981782224 7.28701614602323 0.0261604101758363 0.167489176030988
"gene:UTI89_C5021" 364.93848491349 0.644465403909336 0.516688616809813 2.4102511902571 0.299654362021634 0.63609021075313
"gene:UTI89_C1196" 475.623031535713 -1.98505001625314 0.388878281156735 24.1967313558806 5.56860670558242e-06 0.000196419945615089
"gene:UTI89_C4151" 2.37590530041825 -0.241480422674397 0.625630625644469 0.254454925033286 0.880533361481994 NA
"gene:UTI89_C2671" 10.2080659453219 0.509390824872008 0.495160389926283 1.31755175575103 0.517484411047776 0.792240044787976
"gene:UTI89_C4130" 351.244158620562 0.327238647293331 0.133736185954582 7.69585297848937 0.0213239059779347 0.146337118030888
"gene:UTI89_C2697" 364.795886557386 0.442445801817834 0.224875819862297 5.07494715106589 0.0790659016998718 0.322399683245071
